Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Vehicle Type,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,Recycling,Cooking_With,CarbonEmission
1,1,2,2,1,0,4,0,115,2,3038,2,2,9,19,23,0,14,2,2764
2,1,0,1,0,0,3,2,105,3,7367,0,6,14,37,3,2,7,7,5696
1,1,1,0,3,0,3,1,295,3,6738,1,4,2,43,16,1,3,7,6355
2,1,1,2,0,0,4,0,164,1,5067,3,1,12,4,15,2,8,8,2983
3,1,1,3,2,0,0,2,247,1,6972,1,1,12,13,23,2,9,1,2632
1,0,2,2,3,0,0,2,274,0,9351,2,3,11,3,11,0,6,14,3844
0,0,0,0,2,0,3,2,61,0,9811,1,3,16,24,11,2,11,1,3898
3,1,1,1,0,0,2,0,284,1,5618,3,6,3,12,18,2,6,9,1758
2,0,0,3,0,0,4,0,198,2,5872,1,3,21,24,7,1,5,10,3627
1,0,1,3,2,0,1,1,299,0,1921,1,2,5,15,5,1,8,9,1892
3,0,2,1,1,0,3,0,158,0,4730,3,4,23,19,22,2,11,1,2210
1,1,0,1,1,0,1,0,153,0,9149,1,5,4,23,20,1,4,6,2260
3,0,1,3,3,0,4,0,259,2,3962,3,6,16,44,23,1,12,8,2799
3,0,2,0,2,0,4,2,181,2,2622,1,4,15,0,11,0,4,5,1782
2,0,2,3,0,0,1,2,122,0,6933,1,7,6,42,22,1,14,10,2790
2,1,2,3,2,0,2,1,82,3,2314,0,5,13,8,17,0,15,5,3816
1,1,0,2,0,0,3,1,276,2,9857,0,6,15,21,2,1,3,4,6233
1,0,1,3,0,0,4,2,228,0,2799,2,5,7,16,9,2,14,6,3363
3,0,3,3,0,0,4,0,69,3,9947,2,3,11,43,16,1,0,2,5557
3,0,3,3,0,0,4,2,154,2,8270,0,4,10,18,8,1,5,2,3751
3,0,1,2,1,0,1,1,57,3,5589,2,2,24,41,16,0,8,11,2056
0,0,3,0,3,0,4,1,239,3,5562,3,7,4,15,11,1,13,13,3969
3,1,0,2,0,0,1,2,210,2,3632,3,7,22,18,19,2,15,10,2014
1,0,1,1,1,0,2,2,133,0,2991,0,1,10,5,6,1,14,15,1740
0,0,1,2,3,0,2,2,247,3,8099,3,1,13,0,18,2,9,0,2924
1,0,3,2,1,0,3,1,218,2,2683,0,3,3,2,4,0,6,6,1656
2,1,2,2,2,0,2,2,104,3,6802,0,4,5,21,22,0,8,14,4154
1,0,1,1,0,0,4,0,239,1,2336,3,1,20,43,16,1,8,11,2400
0,0,1,2,3,0,4,1,65,1,294,3,7,12,22,18,0,10,9,1299
2,1,3,3,2,0,3,1,61,3,768,2,4,23,30,9,2,0,2,2961
2,1,0,2,2,0,3,2,232,0,2264,3,6,5,35,23,0,10,14,3303
0,1,0,2,3,0,1,2,118,1,4327,1,2,20,30,2,2,13,15,1193
0,1,2,3,3,0,2,0,102,3,2976,0,1,0,14,9,1,1,13,2746
2,0,1,0,1,0,4,1,115,0,1807,3,4,1,6,17,2,4,8,1985
3,0,3,3,3,0,0,2,258,2,8358,0,6,24,36,13,1,6,13,3301
2,1,3,1,1,0,1,0,203,0,2705,0,2,6,41,14,2,15,6,2080
3,1,2,0,1,0,0,1,247,3,9156,2,1,0,10,17,0,0,10,4232
3,0,2,0,0,0,1,0,268,1,6465,3,7,7,1,20,1,12,5,919
3,1,2,1,2,0,0,0,58,1,9198,3,4,5,33,23,0,9,9,3238
0,1,0,0,3,0,4,0,128,3,7723,1,4,23,3,0,1,12,11,5279
0,0,0,3,2,0,4,0,71,0,3227,2,7,16,47,23,0,9,0,3122
1,0,0,2,3,0,3,0,213,3,8526,0,6,10,23,16,1,3,9,5516
1,0,2,3,1,0,4,0,140,0,7363,1,6,0,20,7,1,5,7,4480
1,1,2,1,1,0,0,1,176,2,5794,3,2,6,18,16,2,15,12,2969
0,0,3,2,3,0,4,1,280,3,1126,3,3,20,47,21,2,3,11,2803
3,1,2,1,0,0,4,1,69,1,11,1,6,22,3,1,1,0,2,1270
3,1,1,2,0,0,4,2,130,0,1616,3,2,6,11,14,2,0,9,2143
3,0,1,3,3,0,0,2,207,2,570,3,5,16,18,20,2,13,3,1265
3,1,1,2,1,0,2,1,212,2,3160,1,2,9,16,3,0,12,13,1688
3,0,0,0,3,0,0,1,141,0,7321,2,6,12,12,15,2,6,1,2817
0,0,2,3,0,0,2,2,251,2,4273,1,4,17,40,2,0,9,9,2386
3,0,2,0,2,0,4,1,263,2,5844,0,6,15,40,19,2,12,4,3866
0,1,1,0,2,0,3,0,293,3,9280,1,2,21,37,8,1,12,2,5238
1,0,2,1,0,0,1,2,105,3,5917,1,6,6,47,4,2,11,13,3328
0,0,0,3,2,0,0,0,134,2,3498,0,1,21,14,14,2,7,12,1697
0,1,3,3,1,0,2,1,61,0,4023,0,5,16,35,6,0,1,3,2904
3,1,3,3,1,0,3,0,240,1,7657,1,4,2,27,9,2,0,7,3038
2,1,1,1,3,0,4,1,257,2,8406,2,4,4,5,6,1,1,0,4761
1,0,2,0,2,0,0,0,159,2,4130,0,4,12,19,0,2,15,2,2808
1,1,2,1,0,0,1,0,218,1,4004,2,4,18,17,18,0,13,13,1674
2,1,1,0,2,0,1,0,109,0,7726,3,3,2,42,5,2,12,13,2006
1,0,3,0,3,0,4,2,231,1,9324,3,7,6,23,5,2,8,10,4456
1,0,2,1,3,0,0,0,239,3,6317,3,2,24,46,9,1,9,15,4423
1,0,0,1,0,0,2,1,101,0,159,1,3,23,19,2,0,7,8,2155
1,1,2,0,2,0,0,1,59,1,1272,2,5,16,4,11,0,2,2,1731
1,1,0,2,3,0,1,2,226,1,1123,1,2,16,8,11,2,0,9,1395
0,0,0,1,1,0,2,2,280,2,1444,2,5,12,10,9,0,2,10,1454
2,1,3,2,3,0,2,0,195,3,1702,2,7,9,29,4,1,1,4,3289
0,0,1,3,1,0,3,0,177,2,6906,1,4,4,26,20,0,10,12,3046
3,0,3,2,3,0,0,0,291,3,9446,1,3,1,21,18,1,4,0,4042
3,0,0,0,0,0,0,0,254,0,4244,0,1,20,31,3,0,14,13,2894
0,0,1,0,0,0,0,0,266,3,2466,3,7,12,9,3,0,3,7,2631
1,0,1,2,1,0,4,0,289,1,2388,1,3,22,39,2,0,12,7,2362
2,1,0,1,3,0,3,0,139,3,3400,3,6,10,0,23,2,12,12,3731
0,1,2,3,0,0,0,2,276,2,2451,3,7,20,14,3,2,9,15,2055
1,1,1,3,3,0,1,2,112,3,9197,2,5,24,46,2,0,6,1,3270
3,1,3,0,2,0,0,0,80,2,3316,1,6,14,11,23,0,12,7,2458
1,0,0,1,1,0,3,2,267,0,6807,1,6,11,46,17,1,13,8,4709
0,0,1,0,1,0,3,2,105,3,7460,0,6,18,30,19,0,2,4,4264
3,0,2,2,3,0,1,1,297,3,5108,2,3,5,0,23,2,13,12,1975
3,1,3,1,1,0,3,0,293,1,1452,0,4,6,18,24,0,0,10,1619
1,0,0,2,1,0,0,0,69,3,5013,1,3,9,36,7,0,1,5,3961
0,1,0,0,1,0,2,2,53,3,2392,2,4,10,34,2,0,0,5,2929
2,0,2,3,1,0,2,2,102,1,3364,3,1,20,16,17,1,6,1,1037
1,1,0,0,0,0,4,0,159,1,6372,3,1,22,4,19,2,8,2,3737
1,0,2,0,0,0,2,1,240,3,4354,0,1,16,44,1,1,15,15,3766
0,1,1,2,0,0,0,1,270,1,4242,2,5,17,9,23,1,12,8,2859
3,1,1,1,3,0,1,0,101,3,1015,3,7,17,16,23,0,12,13,2506
3,1,1,2,3,0,3,0,194,1,5437,1,1,10,23,11,2,12,4,2608
0,0,2,2,3,0,3,0,283,0,5891,3,2,19,11,6,2,5,14,2538
1,0,0,3,0,0,0,1,192,2,9487,3,7,24,18,9,2,4,3,4261
1,0,0,2,0,0,4,1,134,3,5737,0,4,11,4,24,1,15,0,5565
3,1,0,2,1,0,2,2,168,2,6770,0,5,16,2,24,2,9,15,2459
1,1,1,3,0,0,0,1,284,1,9523,0,2,11,35,3,2,13,13,4822
3,1,0,2,3,0,4,1,282,2,5131,3,4,14,6,24,1,6,12,3153
3,0,3,2,2,0,1,1,248,2,6685,1,7,6,10,10,0,6,12,1372
0,0,0,2,0,0,3,0,241,1,58,3,3,12,22,19,0,4,6,1372
2,0,3,2,1,0,3,1,85,1,4717,1,3,13,4,18,0,15,10,2412
0,1,2,2,3,0,1,2,136,3,1187,3,6,20,18,9,1,12,6,2358
3,1,1,2,2,0,1,2,128,0,7195,0,3,17,23,8,0,6,8,1899
0,1,0,0,2,0,1,1,75,1,5476,1,4,6,37,22,1,11,0,1541
2,1,3,3,1,0,0,2,123,0,578,3,5,5,2,16,0,3,14,1384
3,1,1,3,1,0,2,2,76,2,8768,1,4,13,4,3,2,11,7,2342
0,0,3,1,2,0,1,1,179,3,4661,3,7,3,5,8,0,4,9,2002
1,1,2,3,2,0,2,0,221,0,8679,1,6,20,19,18,2,11,14,3891
0,1,2,0,0,0,4,1,201,1,6761,3,1,17,41,7,1,4,8,4016
1,1,0,2,0,0,2,0,173,2,2076,0,6,10,20,15,1,6,10,2967
2,0,1,1,3,0,3,0,186,0,2829,0,1,16,42,24,2,4,13,2639
1,0,0,0,1,0,4,1,144,1,6652,3,1,4,6,20,0,13,4,3328
3,1,0,0,3,0,1,2,294,1,1134,2,4,21,17,20,2,12,14,1400
0,1,3,3,3,0,1,0,50,3,646,2,3,9,33,23,1,0,14,2481
0,0,1,0,1,0,4,2,180,3,5210,0,2,2,13,19,2,11,0,3326
3,0,2,1,0,0,3,1,221,1,7074,0,4,17,8,8,2,4,14,2783
1,1,0,2,2,0,2,1,285,1,6068,3,3,21,30,3,2,1,8,3281
2,0,0,0,3,0,3,0,90,2,9950,1,7,21,45,5,0,14,1,5029
2,1,1,1,0,0,3,0,155,3,3811,2,6,9,49,18,1,7,3,4594
3,1,0,0,1,0,4,1,200,2,2915,1,7,11,45,20,1,3,9,3071
0,0,3,1,2,0,1,0,297,1,4763,3,2,2,40,18,2,9,5,1024
0,0,3,2,2,0,1,0,256,0,3940,0,4,3,34,3,1,11,3,1875
1,0,1,0,3,0,0,2,140,0,3689,2,6,7,37,21,2,5,7,3231
3,0,1,2,3,0,0,1,63,0,278,1,1,20,4,21,0,4,12,1436
3,0,3,3,0,0,0,1,140,0,4623,3,5,7,18,0,0,2,3,2598
3,1,2,0,2,0,0,2,137,1,4272,0,4,0,36,10,0,10,9,2539
3,0,3,3,0,0,3,1,202,3,1274,2,1,9,21,18,2,1,1,2562
3,0,2,3,0,0,2,1,272,0,3946,3,5,19,4,13,0,4,8,2112
2,0,1,1,0,0,0,1,278,2,3870,2,2,12,12,7,2,1,1,2489
0,0,0,3,0,0,4,2,164,3,1616,3,7,13,22,10,1,9,6,3077
2,0,2,1,2,0,0,1,145,0,6098,0,1,20,50,14,2,2,3,3523
3,1,3,0,2,0,2,1,246,2,6117,3,2,14,41,16,1,4,0,2376
1,1,2,2,1,0,1,1,289,0,9901,2,3,24,3,9,1,4,12,1786
0,1,0,2,1,0,1,1,111,2,5931,2,7,3,17,16,0,8,15,1307
2,1,1,0,0,0,4,1,111,1,681,3,6,0,46,15,1,1,14,2334
1,0,1,0,0,0,3,1,241,0,9795,3,2,20,13,6,2,0,12,4711
1,1,2,2,3,0,4,0,237,1,1861,3,5,9,48,0,2,6,10,2226
3,1,3,3,2,0,1,2,248,0,5284,2,5,3,34,3,1,2,3,2232
2,0,0,3,3,0,0,0,223,0,74,0,5,24,20,24,2,14,6,2543
1,1,0,1,2,0,3,1,253,1,5105,1,6,15,25,16,2,5,13,3813
0,1,0,1,0,0,0,0,208,0,5097,2,2,16,36,11,2,11,2,3425
2,1,0,3,1,0,2,1,203,3,3557,0,4,17,50,3,2,9,6,4127
3,1,2,0,3,0,4,2,181,1,7501,0,3,15,43,21,1,3,8,4059
0,1,3,2,0,0,0,1,278,0,7316,2,7,18,47,22,1,15,11,4914
2,0,1,0,2,0,1,0,63,2,5729,1,1,17,44,1,1,9,4,1313
3,1,3,3,1,0,3,0,129,2,8238,1,2,10,28,22,2,2,13,3407
2,1,2,2,0,0,3,1,81,0,8787,3,7,23,50,15,1,3,6,5145
3,1,3,3,1,0,1,1,101,1,4686,2,1,15,24,3,0,7,13,745
3,1,1,1,2,0,1,0,73,2,1701,3,2,1,26,13,0,1,10,1224
1,0,0,2,1,0,1,0,243,2,5048,2,7,5,42,24,1,6,8,1683
2,0,2,0,3,0,4,1,115,3,1869,1,2,20,50,13,1,14,3,3688
0,1,3,2,3,0,1,1,150,3,5470,2,3,14,15,11,0,8,5,2553
2,1,1,1,2,0,0,2,227,1,6989,0,3,19,35,24,1,9,6,3679
0,0,3,1,0,0,4,0,242,1,1901,0,1,10,16,16,1,12,14,1651
3,0,3,2,0,0,0,0,264,3,1750,3,5,17,50,22,0,9,15,2808
0,0,0,0,0,0,0,1,143,1,8855,1,5,2,45,22,1,15,13,4068
2,1,2,2,1,0,3,0,253,1,7141,3,6,18,12,10,2,5,4,3007
3,1,3,0,3,0,3,0,180,0,9440,3,4,14,12,4,0,8,9,3789
3,1,1,3,2,0,1,0,88,2,5165,0,1,13,18,17,2,12,14,1124
1,1,1,2,1,0,2,1,248,1,1638,3,6,8,27,13,1,12,9,1847
2,0,2,2,3,0,1,1,113,1,1477,1,5,21,47,2,0,8,14,1537
2,1,3,3,2,0,0,1,75,1,3212,2,2,20,48,20,0,0,9,2590
2,0,3,2,1,0,0,1,143,2,2222,1,4,20,39,1,1,3,14,1892
1,0,3,0,0,0,0,1,78,0,2028,3,7,20,43,22,0,2,12,3086
0,1,1,0,1,0,4,1,274,0,9543,2,4,8,0,0,1,13,7,5147
2,1,1,1,1,0,0,2,61,3,4339,1,6,10,20,14,0,4,1,3919
0,1,3,3,0,0,3,2,270,1,8076,0,6,10,43,9,0,10,14,4672
0,1,2,2,3,0,4,1,175,1,6589,0,7,23,46,14,0,10,14,4952
0,1,2,1,2,0,3,1,184,2,9930,0,4,14,15,3,1,12,7,4167
1,1,1,1,3,0,4,0,273,0,2276,3,1,23,24,12,2,8,14,2861
1,0,1,3,2,0,4,1,159,2,7056,1,5,23,43,10,1,1,0,5023
2,1,1,1,0,0,0,1,284,2,9156,0,2,0,40,16,0,15,6,4749
3,0,2,3,3,0,2,0,63,1,7569,2,7,0,39,23,0,6,1,2147
0,0,2,2,2,0,4,1,292,1,3550,0,5,19,36,18,2,8,4,2752
0,1,1,2,0,0,3,1,261,1,7467,0,2,6,38,18,2,1,13,4115
2,0,0,0,0,0,0,0,210,1,7459,0,4,2,7,20,2,0,14,3445
1,1,3,0,2,0,4,0,168,2,28,0,3,3,34,7,1,3,1,1719
3,0,3,3,3,0,2,1,82,3,1334,1,6,12,24,11,1,7,15,2444
2,0,0,2,1,0,4,1,259,1,723,0,5,17,4,7,1,15,2,1880
2,1,3,0,0,0,4,1,237,2,7831,0,6,20,37,17,1,11,15,5880
3,0,1,1,1,0,1,0,245,2,5264,1,1,19,16,0,1,1,0,836
1,1,1,2,2,0,4,0,226,3,4368,2,4,10,30,17,0,11,0,5303
0,1,3,3,2,0,0,2,158,2,6369,2,3,12,26,5,1,6,9,2705
0,0,2,2,0,0,1,1,91,3,5320,0,7,20,42,5,1,7,1,3085
1,1,3,1,1,0,2,2,109,1,7452,1,5,10,39,20,2,5,7,3255
3,1,1,1,2,0,2,2,122,3,3077,2,5,16,8,3,2,2,13,2728
1,1,1,1,0,0,2,0,212,3,1171,0,6,19,37,3,1,10,14,4324
2,1,0,3,1,0,3,2,298,3,8697,1,4,23,32,2,0,5,12,5808
2,0,2,0,0,0,4,2,135,0,9604,0,3,19,6,0,0,14,9,5307
2,0,0,1,0,0,2,0,109,3,4450,2,1,0,18,11,1,12,15,3255
3,1,2,0,3,0,4,0,215,1,9846,1,1,15,21,3,1,7,13,4335
1,1,2,0,2,0,3,0,260,1,2822,1,1,21,10,22,1,0,14,2023
3,0,0,2,1,0,4,0,121,1,5401,3,1,16,8,13,1,3,9,2063
2,0,2,0,3,0,1,0,108,3,2701,0,1,22,11,12,0,10,1,2099
0,1,1,2,3,0,1,2,242,0,2509,0,2,20,11,4,2,13,0,1789
3,0,3,3,3,0,1,0,145,0,379,1,7,14,10,16,0,3,5,1602
3,1,3,1,0,0,4,2,116,1,3768,2,2,20,13,1,1,1,10,2467
0,0,3,3,1,0,4,2,171,2,8554,0,6,13,7,9,0,13,4,4076
3,1,0,1,3,0,0,2,65,2,4224,0,6,1,41,23,0,3,7,2909
3,0,0,1,2,0,3,2,233,1,5513,0,3,22,42,24,2,9,3,2591
0,1,0,0,2,0,4,1,267,3,7916,0,7,20,17,9,1,8,2,6498
3,1,3,1,2,0,2,2,205,0,2458,0,2,14,25,23,0,10,15,2322
0,0,1,2,3,0,3,2,285,0,389,0,1,21,33,11,2,15,12,1971
3,0,2,0,2,0,2,1,118,0,3326,3,1,0,5,5,2,15,14,1663
1,0,3,0,0,0,1,0,192,1,6395,0,4,4,22,3,0,7,3,1585
3,0,1,0,1,0,4,2,164,2,1884,2,4,21,46,10,1,12,1,1861
0,0,2,3,3,0,2,1,225,1,8268,0,3,20,5,8,0,3,10,2188
3,1,3,1,2,0,4,0,129,2,1877,1,5,2,13,15,1,10,1,2054
1,0,1,0,2,0,3,1,99,3,6558,1,6,16,18,10,0,13,15,4773
3,0,3,3,2,0,3,1,128,2,1670,1,4,20,13,5,0,14,11,1765
1,0,1,2,1,0,0,1,252,2,9362,2,5,18,31,11,1,9,2,3978
1,0,0,2,3,0,0,0,88,3,708,1,3,21,14,22,1,0,0,2820
2,1,2,0,2,0,3,2,103,2,2348,0,3,13,20,3,2,5,12,2058
0,1,1,3,1,0,4,0,281,1,6134,1,1,6,12,3,2,12,9,2982
0,0,1,1,0,0,1,2,260,3,3807,0,5,24,46,21,0,10,0,3313
3,0,1,1,0,0,0,1,216,1,3149,2,2,24,17,3,0,10,13,1828
1,0,3,2,1,0,3,1,110,3,1473,0,1,14,46,15,2,3,5,3020
3,0,2,2,2,0,3,0,83,2,207,1,3,18,35,17,2,1,10,1460
2,1,1,2,0,0,4,0,70,0,3535,0,4,12,50,17,0,3,9,4211
2,1,0,3,0,0,1,0,188,2,7505,2,4,22,25,24,2,5,1,1947
3,0,1,1,2,0,0,2,117,2,7443,2,7,1,21,3,1,7,5,2641
2,1,1,3,1,0,0,2,246,1,3452,3,4,17,28,4,1,13,6,2057
3,0,1,1,0,0,4,0,285,1,1380,0,6,6,43,16,1,10,6,2435
1,0,2,1,1,0,4,2,180,0,410,0,5,4,16,17,2,14,5,2239
3,1,0,3,2,0,0,2,283,0,3583,1,6,14,13,23,1,9,2,3067
3,0,2,3,0,0,4,1,279,2,2932,3,3,8,29,18,1,13,2,2347
0,0,0,2,0,0,1,0,245,3,8174,0,2,11,6,23,2,2,1,2467
3,0,0,2,0,0,2,2,266,0,8387,3,1,11,47,15,0,4,12,3160
0,0,3,2,1,0,3,1,294,3,8856,2,7,7,32,4,0,4,4,4594
1,0,2,1,3,0,3,0,181,0,5732,3,6,14,10,19,0,0,0,3448
0,0,3,0,1,0,0,1,170,2,6983,2,2,14,6,20,1,9,1,2355
1,1,2,3,0,0,4,2,172,0,6753,0,3,9,39,19,0,7,13,5906
2,0,2,0,2,0,2,2,103,1,1457,2,7,15,10,23,1,8,4,1301
1,1,0,3,3,0,0,0,100,3,778,3,3,23,24,23,0,4,13,3298
3,0,3,0,3,0,1,2,238,2,6344,2,5,7,13,6,2,14,3,1231
3,1,2,0,3,0,0,2,143,0,1281,0,6,7,28,11,2,6,1,2429
0,0,2,2,2,0,0,0,153,1,4075,0,1,13,12,1,2,8,9,1428
2,1,3,1,3,0,0,1,123,0,8912,3,4,8,7,1,1,12,14,4005
2,0,1,3,0,0,3,2,107,3,5814,3,1,23,19,0,2,9,5,4015
2,0,0,0,3,0,4,0,263,3,6931,2,4,11,30,7,1,13,7,5269
3,0,2,3,3,0,3,2,204,2,9453,2,1,24,28,8,0,12,15,3334
3,1,3,1,0,0,0,1,234,3,8865,3,7,9,39,17,2,13,11,5113
0,0,2,0,1,0,0,1,181,3,298,3,4,20,0,7,0,11,6,1652
0,1,1,0,2,0,3,1,155,1,520,0,6,15,43,9,1,0,1,2382
3,1,0,1,0,0,3,2,194,0,2553,2,1,16,46,23,0,5,8,3101
0,1,3,0,2,0,0,2,65,3,9167,0,4,8,33,9,1,14,10,5136
0,0,3,0,2,0,4,2,70,1,1749,3,4,17,6,10,1,7,4,1172
2,0,0,2,3,0,4,0,146,1,6155,1,3,6,23,19,1,2,9,3407
2,1,0,1,2,0,2,0,56,1,4021,3,5,19,49,17,0,15,5,2441
3,0,2,2,1,0,2,1,193,1,2787,0,2,10,36,12,0,15,5,1531
2,0,3,2,0,0,0,1,101,2,2032,2,5,20,11,19,0,8,5,1947
1,0,2,2,2,0,4,2,135,0,1911,2,7,2,11,5,2,10,11,2747
3,1,2,3,1,0,0,0,97,0,5597,0,1,8,43,8,0,1,1,3033
2,1,3,3,3,0,3,2,195,1,30,3,2,13,12,24,1,12,12,1197
1,0,0,3,0,0,1,0,220,1,4366,1,1,9,45,18,0,4,15,1719
0,1,0,2,3,0,3,0,96,0,9764,3,6,10,8,5,1,8,2,3969
2,1,2,3,0,0,1,1,281,0,7706,1,2,6,20,16,0,10,4,2460
3,1,1,0,0,0,0,1,147,2,4718,2,5,15,17,20,0,13,15,2810
1,0,0,1,0,0,0,1,216,3,526,2,7,18,20,17,2,11,4,3302
3,0,0,2,0,0,3,1,219,2,8525,0,2,9,44,15,0,12,9,3837
3,0,2,0,3,0,2,1,167,3,2366,2,3,21,31,7,2,15,15,2656
1,1,1,3,3,0,4,0,91,0,5599,1,2,21,47,4,1,5,3,4805
3,1,0,0,1,0,1,2,250,2,1692,2,1,12,25,16,0,7,15,1131
0,1,3,2,0,0,1,1,198,2,9410,3,3,9,30,23,1,11,6,1693
0,1,1,1,3,0,1,0,155,0,285,2,6,0,33,3,0,5,15,1903
0,0,0,0,1,0,3,0,213,2,7102,1,3,2,42,6,1,14,1,3155
0,0,3,0,0,0,3,1,113,3,5085,0,5,2,29,20,1,1,9,4215
3,0,1,2,1,0,2,1,153,3,6525,2,3,5,48,13,2,14,12,3303
1,0,0,3,3,0,2,2,156,3,859,2,2,16,14,15,1,13,10,2649
0,0,2,1,0,0,3,0,128,0,7496,3,2,11,1,13,1,11,12,3076
3,0,0,3,0,0,4,0,169,3,1420,3,3,2,6,24,2,11,8,2373
0,0,0,2,1,0,2,1,68,3,8502,1,4,17,40,8,1,5,3,3499
3,0,3,0,3,0,0,1,151,3,3560,3,5,13,4,1,1,3,15,2388
1,0,0,0,0,0,3,0,201,1,7525,1,1,11,32,3,1,7,15,3561
2,1,1,3,2,0,4,0,244,0,4646,0,4,11,4,5,2,9,8,4055
3,0,0,0,3,0,0,1,94,3,9799,0,2,17,33,0,1,12,3,4104
3,0,3,3,1,0,2,2,125,2,6484,2,3,11,37,7,2,14,8,1961
0,1,3,2,1,0,0,0,96,3,5961,1,2,10,12,1,1,1,0,3638
3,0,0,3,0,0,2,1,299,3,9982,3,7,22,8,2,0,13,5,3601
3,0,0,3,0,0,4,0,50,2,2816,0,7,1,35,24,0,12,5,2818
1,0,3,3,0,0,3,1,237,3,2750,2,5,7,43,19,0,8,9,4018
2,0,0,2,3,0,3,1,199,3,8631,3,5,14,31,3,0,10,10,4793
1,0,2,2,1,0,3,2,169,3,5711,3,5,19,18,12,1,6,5,3764
0,1,0,3,1,0,3,0,193,1,5915,2,6,19,15,19,0,8,5,2714
1,1,0,3,2,0,0,0,290,3,9120,0,5,24,6,0,2,2,12,6125
2,1,1,1,3,0,2,2,83,1,6751,0,6,13,49,22,2,0,9,3505
2,0,1,3,1,0,3,2,244,0,5784,1,6,0,9,10,2,1,3,3374
1,0,3,0,1,0,2,2,181,3,7585,1,5,1,46,0,0,8,14,4110
2,1,1,2,0,0,3,2,105,2,6358,0,7,13,38,17,1,13,12,4405
0,1,1,3,2,0,1,0,73,2,8929,1,6,12,41,2,2,6,15,1515
2,1,1,1,0,0,3,2,111,0,7462,1,3,22,16,20,2,2,3,4717
0,0,3,2,3,0,1,1,56,2,1621,0,2,7,23,5,0,15,7,1382
1,1,3,2,1,0,2,2,204,2,9601,3,4,23,28,4,2,11,7,3152
3,0,3,1,2,0,0,2,136,0,7328,2,4,13,41,5,1,10,13,3323
0,1,1,1,2,0,4,2,239,3,193,2,2,23,30,2,0,1,6,2824
3,1,1,3,3,0,1,2,153,1,1962,1,6,17,31,15,2,2,9,1672
1,1,1,1,1,0,2,2,79,3,6245,2,7,8,41,11,0,3,7,4296
2,1,3,1,0,0,0,1,164,3,794,0,6,7,30,4,1,0,10,4170
1,0,3,1,3,0,0,2,197,2,283,1,7,19,22,11,0,5,2,1958
2,1,1,0,1,0,4,0,227,3,8730,1,2,9,24,9,1,13,1,6030
3,1,0,1,0,0,2,2,63,2,417,2,4,3,19,8,2,4,4,1456
2,1,2,2,3,0,1,0,258,3,9607,2,7,11,34,5,0,6,13,2944
2,1,2,2,2,0,2,1,186,1,9291,1,5,21,38,1,0,11,10,3596
2,0,2,3,1,0,2,2,224,3,2780,2,7,12,10,3,1,4,3,2554
1,0,1,1,1,0,4,0,272,2,7057,0,6,11,39,4,2,0,7,4784
3,1,1,2,0,0,1,2,279,2,9529,1,7,6,12,18,0,3,7,1944
1,0,2,0,0,0,4,1,289,0,570,1,7,14,39,19,1,0,10,3143
0,1,0,1,0,0,0,0,188,1,6155,1,6,12,17,16,1,9,5,3515
0,1,2,2,0,0,1,1,217,1,3093,0,1,13,1,17,2,1,7,1290
1,0,0,1,2,0,1,1,60,1,4312,1,3,3,7,0,0,2,4,1095
0,1,3,1,2,0,3,0,294,3,2407,3,1,11,3,23,2,8,6,2577
3,1,1,2,0,0,3,0,254,1,6671,1,7,5,8,19,0,7,8,3436
0,1,2,1,3,0,1,1,204,1,659,1,1,5,12,5,1,9,0,876
0,1,1,0,3,0,2,0,238,2,3023,0,5,9,47,12,2,7,12,2511
1,1,2,2,2,0,3,1,77,3,7987,3,5,10,19,15,2,4,11,5767
1,1,1,0,0,0,1,2,299,1,8850,2,6,17,9,1,1,9,7,1811
1,0,2,0,3,0,1,1,226,2,8066,3,2,3,4,21,0,12,8,1197
2,0,2,3,3,0,2,0,209,0,6319,3,6,7,37,16,1,3,3,2774
1,1,3,3,0,0,3,0,136,2,9758,1,1,19,46,4,0,1,13,5425
0,1,3,2,1,0,1,2,225,0,8845,3,2,3,24,17,1,15,7,1822
3,0,2,3,3,0,2,2,171,3,9723,0,4,8,25,12,0,0,12,3463
1,1,2,0,0,0,0,1,172,1,9235,0,4,10,18,12,2,13,8,4614
1,1,1,1,3,0,4,0,285,3,2114,1,6,18,19,5,0,1,3,4495
1,0,0,2,3,0,3,2,226,0,3296,0,6,0,38,0,0,11,13,3831
0,1,3,3,1,0,0,0,256,2,869,3,2,12,39,7,2,8,6,1230
1,1,2,0,2,0,2,0,256,0,1309,0,2,6,0,24,2,15,6,2328
3,1,0,3,0,0,4,0,260,2,535,1,6,9,37,13,2,1,5,2566
2,1,1,0,2,0,4,0,116,3,1777,2,1,22,9,7,2,11,0,2731
1,1,2,0,0,0,2,0,285,3,7899,1,2,12,43,2,2,10,12,5122
3,0,3,1,0,0,3,1,67,0,5350,0,7,16,8,1,2,14,10,3308
3,0,2,0,1,0,1,0,215,3,9455,1,7,17,14,2,1,7,4,2049
2,0,0,2,3,0,3,2,52,3,8017,2,7,20,13,21,0,11,8,4300
1,0,0,2,0,0,3,1,235,0,5322,3,7,5,49,4,2,4,3,4247
